objective_id|book|exercise_id|problem_path|direct_basis|orthogonal_objectives|review_status
L03.M03|Lewis|1.20|books/Lewis/chapter_1_problem_20.md|Solves the first produced member of a fission-product chain|ORTHO_DECAY_HEAT_WAY_WIGNER|draft_curated
L03.M03|DHNRA|2.4|books/DHNRA/chapter_2_problem_4.md|Includes fission production and decay/removal in iodine-xenon equations|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M03|DHNRA|14.9|books/DHNRA/chapter_14_problem_9.md|Determines burnable poison concentration as a function of time at constant power|ORTHO_REACTIVITY_CONTROL;ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M03|DHNRA|15.4|books/DHNRA/chapter_15_problem_4.md|Computes time to xenon and samarium saturation under a maintained flux|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M03|DHNRA|15.8|books/DHNRA/chapter_15_problem_8.md|Determines samarium concentration behavior after a flux-level change|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M03|Lamarsh|1.14|books/Lamarsh/chapter_1_problem_14.md|Derives general production plus decay and absorption solution|ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M03|Lamarsh|1.15|books/Lamarsh/chapter_1_problem_15.md|Computes activity after finite production and subsequent decay|ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M03|Lamarsh|1.16|books/Lamarsh/chapter_1_problem_16.md|Models recurring coolant activation and decay over repeated cycles|ORTHO_REACTOR_THERMAL_HYDRAULICS|draft_curated
L03.M03|Lamarsh|2.1|books/Lamarsh/chapter_2_problem_1.md|Computes saturated tritium activity from a beam-induced production rate|ORTHO_CROSS_SECTIONS_REACTION_RATES;ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M03|Lamarsh|2.3|books/Lamarsh/chapter_2_problem_3.md|Finds neutron beam intensity needed for target activation to specified activity|ORTHO_CROSS_SECTIONS_REACTION_RATES;ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M03|Lamarsh|13.20|books/Lamarsh/chapter_13_problem_20.md|Computes time for Sm-149 concentration to reach saturation under flux|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M03|Lamarsh|13.23|books/Lamarsh/chapter_13_problem_23.md|Derives samarium concentration under constant power|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M03|Lamarsh|13.33|books/Lamarsh/chapter_13_problem_33.md|Derives burnable poison concentration versus fuel concentration and time|ORTHO_REACTIVITY_CONTROL;ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M04|Lewis|1.12|books/Lewis/chapter_1_problem_12.md|Converts activity in curies to neutron source strength through decay|ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M04|Lewis|1.13|books/Lewis/chapter_1_problem_13.md|Converts target curies to disintegrations per second and production fraction||draft_curated
L03.M04|Lewis|1.15|books/Lewis/chapter_1_problem_15.md|Converts mass and half-life to equal activity in curies||draft_curated
L03.M04|Lewis|1.17|books/Lewis/chapter_1_problem_17.md|Converts saturation activity between disintegrations per second and curies||draft_curated
L03.M04|Lewis|1.19|books/Lewis/chapter_1_problem_19.md|Converts grams of Po-210 to curies and watts|ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M04|DHNRA|2.20|books/DHNRA/chapter_2_problem_20.md|Converts thermal power density to fission-rate density|ORTHO_REACTOR_POWER_CONVERSION;ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M04|DHNRA|2.21|books/DHNRA/chapter_2_problem_21.md|Converts count rate and detector efficiency to remaining nuclei probability|ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M04|Lamarsh|1.13|books/Lamarsh/chapter_1_problem_13.md|Uses counts and half-life to infer activity at another time|ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M04|Lamarsh|1.15|books/Lamarsh/chapter_1_problem_15.md|Uses microcurie activity units in activation and decay|ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M04|Lamarsh|2.1|books/Lamarsh/chapter_2_problem_1.md|Converts target density cross section production and activity in curies|ORTHO_ATOM_DENSITY_COMPOSITION;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M04|Lamarsh|2.3|books/Lamarsh/chapter_2_problem_3.md|Solves for beam intensity needed to reach microcurie activation|ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M04|Lamarsh|3.11|books/Lamarsh/chapter_3_problem_11.md|Converts reactor work and fission energy to kilograms of U-235 consumed|ORTHO_REACTOR_POWER_CONVERSION|draft_curated
L03.M05|Lewis|1.10|books/Lewis/chapter_1_problem_10.md|Asks for times to reach one-half ninety percent and ninety-nine percent saturation||draft_curated
L03.M05|Lewis|1.13|books/Lewis/chapter_1_problem_13.md|Solves irradiation time to reach a target fraction of saturation||draft_curated
L03.M05|Lewis|1.14|books/Lewis/chapter_1_problem_14.md|Asks time to reach ninety-five percent of saturation under production||draft_curated
L03.M05|Lewis|1.16|books/Lewis/chapter_1_problem_16.md|Asks for long-time inventory under constant production||draft_curated
L03.M05|Lewis|1.17|books/Lewis/chapter_1_problem_17.md|Directly asks for saturation activity and time to ninety percent||draft_curated
L03.M05|DHNRA|2.4|books/DHNRA/chapter_2_problem_4.md|Determines saturated xenon concentration under constant production and removal|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M05|DHNRA|15.3|books/DHNRA/chapter_15_problem_3.md|Determines equilibrium xenon density ratio as a function of flux|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M05|DHNRA|15.4|books/DHNRA/chapter_15_problem_4.md|Asks time for xenon and samarium to reach ninety percent saturation|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M05|Lamarsh|1.13|books/Lamarsh/chapter_1_problem_13.md|Starts from an irradiated-to-saturation foil and applies decay afterward||draft_curated
L03.M05|Lamarsh|1.15|books/Lamarsh/chapter_1_problem_15.md|Directly asks maximum possible saturation activity||draft_curated
L03.M05|Lamarsh|1.16|books/Lamarsh/chapter_1_problem_16.md|Finds maximum coolant activity after repeated activation cycles|ORTHO_REACTOR_THERMAL_HYDRAULICS|draft_curated
L03.M05|Lamarsh|1.17|books/Lamarsh/chapter_1_problem_17.md|Analyzes saturation and maximum daughter activity in a chain||draft_curated
L03.M05|Lamarsh|2.1|books/Lamarsh/chapter_2_problem_1.md|Computes maximum tritium activity induced by a neutron beam|ORTHO_CROSS_SECTIONS_REACTION_RATES;ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M05|Lamarsh|13.11|books/Lamarsh/chapter_13_problem_11.md|Computes equilibrium Xe-135 density ratio versus flux|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M05|Lamarsh|13.12|books/Lamarsh/chapter_13_problem_12.md|Computes time for Xe-135 and Sm-149 to reach ninety percent equilibrium|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M05|Lamarsh|13.20|books/Lamarsh/chapter_13_problem_20.md|Computes time after startup for Sm-149 to reach ninety percent saturation|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M05|Lamarsh|13.22|books/Lamarsh/chapter_13_problem_22.md|Compares Xe and Sm equilibrium worth and ninety percent buildup times|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lewis|1.10|books/Lewis/chapter_1_problem_10.md|Solves U-239 to Np-239 to Pu-239 buildup under constant production|ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M06|Lewis|1.17|books/Lewis/chapter_1_problem_17.md|Includes daughter activity in A to B to C decay after finite time|ORTHO_DECAY_HEAT_WAY_WIGNER|draft_curated
L03.M06|Lewis|1.20|books/Lewis/chapter_1_problem_20.md|Directly solves produced fission-product chain equations|ORTHO_DECAY_HEAT_WAY_WIGNER|draft_curated
L03.M06|Lewis|10.1|books/Lewis/chapter_10_problem_1.md|Solves xenon-135 post-shutdown buildup from iodine decay|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lewis|10.10|books/Lewis/chapter_10_problem_10.md|Solves promethium concentration over a repeated daily power cycle|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTOR_POWER_CONVERSION|draft_curated
L03.M06|Lewis|10.14|books/Lewis/chapter_10_problem_14.md|Solves Th to Pa to U concentration equations with production and decay|ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M06|DHNRA|2.3|books/DHNRA/chapter_2_problem_3.md|Directly asks for general N-member decay-chain equations and solutions||draft_curated
L03.M06|DHNRA|2.4|books/DHNRA/chapter_2_problem_4.md|Directly asks for iodine-xenon rate equations and saturated solution|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|DHNRA|6.14|books/DHNRA/chapter_6_problem_14.md|Sets up two-stage delayed-neutron precursor equations|ORTHO_DELAYED_NEUTRON_KINETICS|draft_curated
L03.M06|DHNRA|15.2|books/DHNRA/chapter_15_problem_2.md|Solves xenon buildup rate equations after startup|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|DHNRA|15.10|books/DHNRA/chapter_15_problem_10.md|Plots iodine-xenon phase-plane buildup through startup and shutdown|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M06|DHNRA|15.13|books/DHNRA/chapter_15_problem_13.md|Determines U-235 Pu-239 and Pu-241 concentrations from chosen chains|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|DHNRA|15.15|books/DHNRA/chapter_15_problem_15.md|Develops and solves U-235 Pa-233 U-233 concentration equations|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|DHNRA|15.16|books/DHNRA/chapter_15_problem_16.md|Analyzes a capture-fission-decay chain with secular equilibrium|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|DHNRA|15.17|books/DHNRA/chapter_15_problem_17.md|Solves plutonium-isotope buildup equations in fluence|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|DHNRA|15.19|books/DHNRA/chapter_15_problem_19.md|Models Th Pa U and fission-product removal equations for an MSBR|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|DHNRA|15.22|books/DHNRA/chapter_15_problem_22.md|Asks for precursor equations governing Pu-238 production|ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M06|Lamarsh|1.17|books/Lamarsh/chapter_1_problem_17.md|Solves activities in the A to B to C chain before and after shutdown||draft_curated
L03.M06|Lamarsh|12.3|books/Lamarsh/chapter_12_problem_3.md|Computes delayed-neutron precursor concentrations at steady power|ORTHO_DELAYED_NEUTRON_KINETICS;ORTHO_REACTOR_POWER_CONVERSION|draft_curated
L03.M06|Lamarsh|12.10|books/Lamarsh/chapter_12_problem_10.md|Sets up flux and twelve delayed-precursor equations for two fissile species|ORTHO_DELAYED_NEUTRON_KINETICS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|12.16|books/Lamarsh/chapter_12_problem_16.md|Treats photoneutron-producing fission products as delayed precursor groups|ORTHO_DELAYED_NEUTRON_KINETICS;ORTHO_FISSION_SPECTRA_DISTRIBUTIONS|draft_curated
L03.M06|Lamarsh|13.13|books/Lamarsh/chapter_13_problem_13.md|Derives iodine-xenon table coefficients through flux changes|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.15|books/Lamarsh/chapter_13_problem_15.md|Derives post-shutdown xenon maximum from iodine-xenon chain equations|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.28|books/Lamarsh/chapter_13_problem_28.md|Solves U-235 Pa-233 U-233 coupled concentration equations|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|Lamarsh|13.31|books/Lamarsh/chapter_13_problem_31.md|Computes U-235 Pu-239 Pu-241 concentrations from earlier chain formulas|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M06|Lamarsh|13.33|books/Lamarsh/chapter_13_problem_33.md|Derives burnable poison inventory coupled to fuel depletion|ORTHO_REACTIVITY_CONTROL;ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M06|Lamarsh|13.35|books/Lamarsh/chapter_13_problem_35.md|Plots excess reactivity over time with fuel and burnable poison changes|ORTHO_REACTIVITY_CONTROL;ORTHO_FUEL_CYCLE_BURNUP;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M07|Lewis|1.10|books/Lewis/chapter_1_problem_10.md|Uses approach to a long-time production-rate limit in a chain|ORTHO_FUEL_CYCLE_BURNUP|draft_curated
L03.M07|Lewis|1.17|books/Lewis/chapter_1_problem_17.md|Compares daughter activity buildup when parent and daughter half-lives match||draft_curated
L03.M07|Lewis|1.20|books/Lewis/chapter_1_problem_20.md|Asks for infinite-time inventories in a produced decay chain||draft_curated
L03.M07|DHNRA|2.3|books/DHNRA/chapter_2_problem_3.md|Asks for long-time chain composition when one half-life is much longer||draft_curated
L03.M07|DHNRA|15.3|books/DHNRA/chapter_15_problem_3.md|Determines equilibrium xenon concentration relative to fuel|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M07|DHNRA|15.16|books/DHNRA/chapter_15_problem_16.md|Explicitly assumes secular equilibrium near end of fuel lifetime|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M07|Lamarsh|1.17|books/Lamarsh/chapter_1_problem_17.md|Analyzes limiting behavior when daughter half-life is much longer than parent||draft_curated
L03.M07|Lamarsh|13.11|books/Lamarsh/chapter_13_problem_11.md|Computes equilibrium Xe-135 concentration versus flux|ORTHO_FISSION_PRODUCT_POISONS|draft_curated
L03.M07|Lamarsh|13.12|books/Lamarsh/chapter_13_problem_12.md|Computes times to equilibrium for Xe and Sm in a subcritical assembly|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M07|Lamarsh|13.20|books/Lamarsh/chapter_13_problem_20.md|Computes time to Sm-149 saturation equilibrium|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M07|Lamarsh|13.21|books/Lamarsh/chapter_13_problem_21.md|Compares equilibrium Xe and Sm effects across fissile fuels|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M07|Lamarsh|13.22|books/Lamarsh/chapter_13_problem_22.md|Finds equality of equilibrium Xe and Sm reactivity and buildup time|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L02.M07|Lewis|10.13|books/Lewis/chapter_10_problem_13.md|Computes conversion ratio and Pu-239 power fraction as fuel evolves|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_REACTOR_POWER_CONVERSION|draft_curated
L03.M03|Lewis|10.12|books/Lewis/chapter_10_problem_12.md|Compares decay against neutron-capture removal in a produced actinide|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M04|Lamarsh|1.1|books/Lamarsh/chapter_1_problem_1.md|Converts ordinary-water density and isotope abundance to atom densities|ORTHO_ATOM_DENSITY_COMPOSITION;ORTHO_ENRICHMENT_ISOTOPICS|draft_curated
L03.M04|Lamarsh|1.2|books/Lamarsh/chapter_1_problem_2.md|Converts uranium density and enrichment to isotope atom densities|ORTHO_ATOM_DENSITY_COMPOSITION;ORTHO_ENRICHMENT_ISOTOPICS|draft_curated
L03.M04|Lamarsh|1.3|books/Lamarsh/chapter_1_problem_3.md|Converts chemical formula and material density to atom densities|ORTHO_ATOM_DENSITY_COMPOSITION|draft_curated
L03.M04|Lamarsh|1.4|books/Lamarsh/chapter_1_problem_4.md|Relates thermal expansion to fractional atom-density change|ORTHO_ATOM_DENSITY_COMPOSITION;ORTHO_REACTOR_THERMAL_HYDRAULICS|draft_curated
L03.M04|Lamarsh|1.5|books/Lamarsh/chapter_1_problem_5.md|Converts uranium-to-water number-density ratio to grams per liter|ORTHO_ATOM_DENSITY_COMPOSITION;ORTHO_UNIT_CONVERSIONS|draft_curated
L03.M05|Lamarsh|13.14|books/Lamarsh/chapter_13_problem_14.md|Derives early xenon approach to its equilibrium value after startup|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lewis|10.11|books/Lewis/chapter_10_problem_11.md|Writes and solves the Pu-240 buildup equation using Pu-239 concentration|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|Lewis|10.12|books/Lewis/chapter_10_problem_12.md|Analyzes competing capture and decay in the neptunium-to-plutonium chain|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_CROSS_SECTIONS_REACTION_RATES|draft_curated
L03.M06|Lewis|10.13|books/Lewis/chapter_10_problem_13.md|Uses actinide buildup approximations to compute conversion and Pu power share|ORTHO_FUEL_CYCLE_BURNUP;ORTHO_REACTOR_POWER_CONVERSION|draft_curated
L03.M06|DHNRA|15.5|books/DHNRA/chapter_15_problem_5.md|Derives the condition for post-shutdown xenon buildup from the chain model|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|DHNRA|15.6|books/DHNRA/chapter_15_problem_6.md|Determines the time of maximum xenon concentration after shutdown|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|DHNRA|15.7|books/DHNRA/chapter_15_problem_7.md|Computes xenon-precluded restart and deadtime after scram|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.14|books/Lamarsh/chapter_13_problem_14.md|Derives approximate Xe-135 concentration after startup from iodine decay|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.16|books/Lamarsh/chapter_13_problem_16.md|Derives a no-post-shutdown-xenon-buildup condition from iodine-xenon balance|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.17|books/Lamarsh/chapter_13_problem_17.md|Computes xenon deadtime after scram from pre-shutdown operation|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M06|Lamarsh|13.18|books/Lamarsh/chapter_13_problem_18.md|Computes reactivity rise after restart following xenon deadtime|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL;ORTHO_NUMERICAL_PLOTTING|draft_curated
L03.M06|Lamarsh|13.19|books/Lamarsh/chapter_13_problem_19.md|Determines power-drop limit for avoiding xenon deadtime|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
L03.M07|DHNRA|15.9|books/DHNRA/chapter_15_problem_9.md|Compares equilibrium xenon and samarium effects across fissile fuels|ORTHO_FISSION_PRODUCT_POISONS;ORTHO_REACTIVITY_CONTROL|draft_curated
